ID объекта;Район;Тип планировки;Количество комнат;Первый/Последний этаж;Общая площадь (м2);Жилая площадь (м2);Площадь кухни (м2);Наличие агенства;Состояние;Стоимость (т.руб.)
851;Орджоникидзевский;свердловский вариант;1;ЛОЖЬ;35;19;9;ЛОЖЬ;4;1200
856;Ленинский;сталинка;1;ИСТИНА;32;18;7;ЛОЖЬ;4;1050
859;Орджоникидзевский;Нестандартная;1;ИСТИНА;43;19;9;ИСТИНА;4;1150
864;Правобережный;брежневка;1;ЛОЖЬ;32;17;7;ЛОЖЬ;3;1090
866;Правобережный;сталинка;1;ЛОЖЬ;28;17;6;ЛОЖЬ;3;500
867;Правобережный;хрущевка;1;ИСТИНА;33;19;6;ИСТИНА;3;950
869;Правобережный;хрущевка;1;ИСТИНА;30;19;6;ЛОЖЬ;3;1000
870;Орджоникидзевский;Улучшенная;1;ЛОЖЬ;32;16;7;ЛОЖЬ;3;1000
880;Орджоникидзевский;Нестандартная;1;ЛОЖЬ;43;17;14;ИСТИНА;3;1350
884;Правобережный;Улучшенная;1;ИСТИНА;35;18;9;ЛОЖЬ;5;1490
888;Орджоникидзевский;сталинка;1;ИСТИНА;30;17;6;ЛОЖЬ;3;930
889;Ленинский;хрущевка;1;ЛОЖЬ;32;19;6;ЛОЖЬ;4;1050
890;Правобережный;брежневка;1;ЛОЖЬ;32;17;7;ЛОЖЬ;4;1090
891;Правобережный;Нестандартная;1;ИСТИНА;37;18;9;ИСТИНА;3;1050
894;Правобережный;Улучшенная;1;ЛОЖЬ;33;18;9;ИСТИНА;3;1140
895;Ленинский;сталинка;1;ИСТИНА;43;18;12;ЛОЖЬ;3;1200
896;Правобережный;хрущевка;1;ЛОЖЬ;32;19;6;ИСТИНА;4;1100
897;Ленинский;брежневка;1;ИСТИНА;32;16;7;ЛОЖЬ;4;950
899;Орджоникидзевский;Улучшенная;1;ЛОЖЬ;34;19;9;ЛОЖЬ;3;1150
900;Орджоникидзевский;брежневка;1;ЛОЖЬ;32;18;7;ЛОЖЬ;5;1100
904;Правобережный;хрущевка;1;ЛОЖЬ;32;18;6;ЛОЖЬ;4;970
908;Орджоникидзевский;сталинка;1;ЛОЖЬ;22;12;6;ИСТИНА;4;880
909;Ленинский;брежневка;1;ИСТИНА;31;18;6;ЛОЖЬ;4;920
920;Ленинский;сталинка;1;ЛОЖЬ;38;19;9;ЛОЖЬ;4;1200
921;Орджоникидзевский;Нестандартная;1;ИСТИНА;43;17;10;ЛОЖЬ;4;1170
924;Орджоникидзевский;Нестандартная;1;ИСТИНА;51;26;12;ИСТИНА;5;1400
928;Правобережный;Нестандартная;1;ЛОЖЬ;36;17;7;ЛОЖЬ;3;1350
930;Ленинский;хрущевка;1;ЛОЖЬ;32;18;6;ЛОЖЬ;4;1020
938;Ленинский;брежневка;1;ИСТИНА;31;17;6;ИСТИНА;3;800
940;Орджоникидзевский;Нестандартная;1;ИСТИНА;44;20;9;ЛОЖЬ;3;1150
943;Орджоникидзевский;свердловский вариант;1;ЛОЖЬ;34;18;9;ЛОЖЬ;4;1150
947;Орджоникидзевский;Нестандартная;1;ЛОЖЬ;44;18;12;ЛОЖЬ;5;1380
948;Правобережный;хрущевка;1;ЛОЖЬ;32;19;6;ЛОЖЬ;3;970
949;Орджоникидзевский;Улучшенная;1;ЛОЖЬ;32;16;7;ЛОЖЬ;3;1000
951;Ленинский;брежневка;1;ЛОЖЬ;30;18;6;ЛОЖЬ;4;900
953;Орджоникидзевский;Улучшенная;1;ИСТИНА;47;21;12;ЛОЖЬ;2;1290
956;Правобережный;хрущевка;1;ИСТИНА;31;17;6;ИСТИНА;4;1050
958;Правобережный;Улучшенная;1;ЛОЖЬ;40;22;9;ИСТИНА;4;1290
961;Орджоникидзевский;Нестандартная;1;ЛОЖЬ;48;20;10;ИСТИНА;3;1350
965;Ленинский;сталинка;1;ЛОЖЬ;41;21;6;ЛОЖЬ;3;1100
966;Правобережный;брежневка;1;ИСТИНА;31;19;6;ЛОЖЬ;3;910
967;Орджоникидзевский;Улучшенная;1;ЛОЖЬ;33;17;7;ЛОЖЬ;3;1310
968;Орджоникидзевский;сталинка;1;ЛОЖЬ;30;17;6;ЛОЖЬ;4;900
972;Орджоникидзевский;Улучшенная;1;ЛОЖЬ;34;19;9;ЛОЖЬ;3;1150
973;Ленинский;сталинка;1;ЛОЖЬ;41;21;6;ЛОЖЬ;3;1100
976;Орджоникидзевский;Нестандартная;1;ЛОЖЬ;35;19;9;ЛОЖЬ;4;1200
977;Правобережный;брежневка;1;ЛОЖЬ;31;17;6;ЛОЖЬ;4;1070
979;Орджоникидзевский;Улучшенная;1;ЛОЖЬ;33;17;8;ЛОЖЬ;3;950
980;Орджоникидзевский;Нестандартная;1;ИСТИНА;44;20;9;ЛОЖЬ;3;1120
983;Ленинский;сталинка;1;ИСТИНА;35;18;8;ЛОЖЬ;4;980
984;Орджоникидзевский;сталинка;1;ЛОЖЬ;36;18;8;ЛОЖЬ;3;1120
985;Правобережный;хрущевка;1;ЛОЖЬ;32;19;6;ИСТИНА;4;1100
988;Ленинский;сталинка;1;ИСТИНА;40;20;11;ЛОЖЬ;4;1180
989;Орджоникидзевский;Улучшенная;1;ЛОЖЬ;40;0;0;ИСТИНА;5;1540
991;Ленинский;брежневка;1;ИСТИНА;33;17;7;ЛОЖЬ;4;900
996;Орджоникидзевский;сталинка;1;ИСТИНА;30;17;6;ЛОЖЬ;3;880
997;Правобережный;хрущевка;1;ЛОЖЬ;30;18;6;ЛОЖЬ;3;985
999;Правобережный;Нестандартная;1;ЛОЖЬ;31;16;9;ЛОЖЬ;3;1070
1000;Правобережный;брежневка;1;ЛОЖЬ;31;18;6;ЛОЖЬ;3;965
1001;Ленинский;брежневка;1;ИСТИНА;32;18;7;ЛОЖЬ;4;920
1002;Ленинский;сталинка;1;ЛОЖЬ;31;17;6;ИСТИНА;3;990
1003;Правобережный;брежневка;1;ЛОЖЬ;32;17;7;ЛОЖЬ;4;1150
1009;Ленинский;брежневка;1;ЛОЖЬ;34;17;8;ЛОЖЬ;3;1050
1013;Правобережный;брежневка;1;ИСТИНА;32;18;7;ИСТИНА;3;1100
1026;Орджоникидзевский;свердловский вариант;1;ЛОЖЬ;32;17;9;ИСТИНА;4;1200
1028;Орджоникидзевский;Нестандартная;1;ИСТИНА;43;17;14;ИСТИНА;3;1350
1031;Орджоникидзевский;Нестандартная;1;ЛОЖЬ;43;18;11;ЛОЖЬ;3;1350
1032;Орджоникидзевский;Нестандартная;1;ЛОЖЬ;46;20;12;ЛОЖЬ;5;1400
1033;Орджоникидзевский;свердловский вариант;1;ЛОЖЬ;41;25;9;ЛОЖЬ;3;1165
1034;Ленинский;брежневка;1;ИСТИНА;33;17;8;ЛОЖЬ;4;920
1038;Орджоникидзевский;Нестандартная;1;ЛОЖЬ;41;19;10;ЛОЖЬ;4;1270
1039;Правобережный;хрущевка;1;ИСТИНА;31;19;6;ЛОЖЬ;4;960
1043;Орджоникидзевский;Нестандартная;1;ЛОЖЬ;43;18;11;ИСТИНА;4;1350
1047;Орджоникидзевский;сталинка;1;ЛОЖЬ;22;12;6;ЛОЖЬ;4;860
1048;Ленинский;брежневка;1;ИСТИНА;45;17;8;ЛОЖЬ;4;920
1051;Орджоникидзевский;брежневка;1;ЛОЖЬ;32;18;6;ИСТИНА;5;1000
1054;Ленинский;сталинка;1;ИСТИНА;42;18;9;ЛОЖЬ;4;1200
1055;Правобережный;брежневка;1;ЛОЖЬ;31;18;6;ЛОЖЬ;3;965
1056;Орджоникидзевский;Нестандартная;1;ЛОЖЬ;44;20;10;ЛОЖЬ;3;1196
1058;Правобережный;хрущевка;1;ЛОЖЬ;31;17;6;ИСТИНА;3;1050
1061;Орджоникидзевский;свердловский вариант;1;ИСТИНА;36;18;9;ЛОЖЬ;4;1100
1063;Орджоникидзевский;Улучшенная;1;ЛОЖЬ;43;18;9;ИСТИНА;4;1310
1067;Ленинский;сталинка;1;ЛОЖЬ;34;19;8;ЛОЖЬ;5;1400
1068;Орджоникидзевский;Нестандартная;1;ЛОЖЬ;33;17;8;ЛОЖЬ;3;1040
1070;Ленинский;брежневка;1;ИСТИНА;33;17;7;ЛОЖЬ;3;900
1071;Орджоникидзевский;Улучшенная;1;ЛОЖЬ;32;16;7;ЛОЖЬ;3;1020
1072;Орджоникидзевский;сталинка;1;ЛОЖЬ;29;17;5;ЛОЖЬ;4;950
1074;Ленинский;брежневка;1;ИСТИНА;32;16;7;ЛОЖЬ;4;950
1075;Орджоникидзевский;Нестандартная;1;ЛОЖЬ;43;21;11;ЛОЖЬ;4;1420
1076;Орджоникидзевский;свердловский вариант;1;ИСТИНА;36;18;9;ЛОЖЬ;4;1100
1082;Ленинский;хрущевка;1;ИСТИНА;31;17;6;ИСТИНА;3;950
1090;Орджоникидзевский;сталинка;1;ИСТИНА;35;17;9;ИСТИНА;3;1030
1091;Ленинский;сталинка;1;ЛОЖЬ;34;19;8;ЛОЖЬ;5;1400
1094;Правобережный;сталинка;1;ЛОЖЬ;22;12;6;ИСТИНА;3;880
1096;Ленинский;сталинка;1;ИСТИНА;33;20;5;ЛОЖЬ;4;1030
1098;Орджоникидзевский;сталинка;1;ИСТИНА;42;18;11;ЛОЖЬ;3;1270
1100;Орджоникидзевский;Нестандартная;1;ЛОЖЬ;45;22;11;ЛОЖЬ;4;1320
1107;Правобережный;Нестандартная;1;ЛОЖЬ;33;17;9;ЛОЖЬ;3;1200
1110;Орджоникидзевский;Улучшенная;1;ЛОЖЬ;31;17;9;ЛОЖЬ;3;1120
1114;Орджоникидзевский;Нестандартная;1;ЛОЖЬ;43;19;9;ЛОЖЬ;3;1270
1115;Правобережный;хрущевка;1;ЛОЖЬ;30;18;6;ЛОЖЬ;3;985
1116;Правобережный;брежневка;1;ЛОЖЬ;32;17;7;ЛОЖЬ;4;1150
1120;Орджоникидзевский;Нестандартная;1;ЛОЖЬ;35;18;9;ЛОЖЬ;4;1200
1123;Правобережный;брежневка;1;ИСТИНА;30;18;6;ЛОЖЬ;3;450
1124;Орджоникидзевский;Улучшенная;1;ИСТИНА;33;18;9;ЛОЖЬ;4;1800
1132;Правобережный;Нестандартная;1;ЛОЖЬ;31;16;8;ЛОЖЬ;3;1070
1133;Ленинский;сталинка;1;ИСТИНА;33;19;5;ЛОЖЬ;4;1030
1136;Орджоникидзевский;сталинка;1;ИСТИНА;30;17;5;ЛОЖЬ;3;880
1137;Ленинский;сталинка;1;ИСТИНА;42;18;12;ЛОЖЬ;3;1200
1138;Правобережный;Нестандартная;1;ЛОЖЬ;42;20;10;ЛОЖЬ;5;1450
1140;Правобережный;брежневка;1;ЛОЖЬ;32;17;7;ЛОЖЬ;3;1090
1142;Орджоникидзевский;Улучшенная;1;ИСТИНА;32;17;8;ЛОЖЬ;3;1080
1145;Правобережный;Нестандартная;1;ЛОЖЬ;39;19;9;ЛОЖЬ;3;1080
1150;Правобережный;Нестандартная;1;ЛОЖЬ;39;19;9;ЛОЖЬ;3;1080
1151;Ленинский;сталинка;1;ИСТИНА;54;18;9;ИСТИНА;4;980
1153;Орджоникидзевский;Улучшенная;1;ЛОЖЬ;32;17;8;ЛОЖЬ;3;1150
1161;Ленинский;хрущевка;1;ИСТИНА;32;18;6;ЛОЖЬ;3;980
1163;Правобережный;брежневка;1;ИСТИНА;30;17;7;ЛОЖЬ;3;1050
1169;Орджоникидзевский;Улучшенная;1;ЛОЖЬ;35;17;8;ЛОЖЬ;4;1070
1174;Правобережный;свердловский вариант;1;ЛОЖЬ;39;18;9;ЛОЖЬ;3;1080
1176;Правобережный;брежневка;1;ЛОЖЬ;32;17;6;ЛОЖЬ;4;1000
1177;Правобережный;хрущевка;1;ИСТИНА;33;18;6;ИСТИНА;4;1070
1186;Орджоникидзевский;сталинка;1;ЛОЖЬ;30;18;6;ИСТИНА;4;950
1189;Правобережный;хрущевка;1;ИСТИНА;34;19;6;ЛОЖЬ;3;1100
1190;Ленинский;сталинка;1;ИСТИНА;37;21;8;ЛОЖЬ;4;950
1191;Правобережный;брежневка;1;ЛОЖЬ;32;17;7;ЛОЖЬ;3;1090
1194;Ленинский;сталинка;1;ИСТИНА;40;20;9;ЛОЖЬ;3;1150
1196;Ленинский;сталинка;1;ЛОЖЬ;30;19;6;ЛОЖЬ;3;750
1198;Орджоникидзевский;Улучшенная;1;ЛОЖЬ;34;18;9;ЛОЖЬ;3;1110
1199;Правобережный;брежневка;1;ЛОЖЬ;31;17;6;ЛОЖЬ;4;1070
1200;Ленинский;сталинка;1;ЛОЖЬ;35;20;7;ИСТИНА;5;1150
1205;Орджоникидзевский;сталинка;1;ЛОЖЬ;22;12;6;ЛОЖЬ;4;870
1206;Ленинский;сталинка;1;ИСТИНА;32;20;6;ИСТИНА;2;1030
1207;Ленинский;сталинка;1;ИСТИНА;42;20;6;ЛОЖЬ;3;1050
1211;Ленинский;хрущевка;1;ЛОЖЬ;31;19;6;ЛОЖЬ;3;930
1212;Орджоникидзевский;Улучшенная;1;ЛОЖЬ;33;17;7;ЛОЖЬ;3;1050
1215;Ленинский;брежневка;1;ИСТИНА;31;18;6;ЛОЖЬ;5;850
1219;Орджоникидзевский;сталинка;1;ИСТИНА;30;17;5;ЛОЖЬ;3;880
1223;Ленинский;сталинка;1;ИСТИНА;40;20;9;ЛОЖЬ;3;1150
1225;Ленинский;брежневка;1;ИСТИНА;33;17;8;ЛОЖЬ;4;920
1226;Ленинский;Нестандартная;1;ЛОЖЬ;39;19;11;ЛОЖЬ;3;1100
1227;Правобережный;Нестандартная;1;ЛОЖЬ;42;20;10;ЛОЖЬ;4;1450
1228;Орджоникидзевский;Улучшенная;1;ЛОЖЬ;34;17;9;ЛОЖЬ;4;1320
1229;Ленинский;сталинка;1;ИСТИНА;34;19;5;ЛОЖЬ;4;1080
1232;Орджоникидзевский;Нестандартная;1;ЛОЖЬ;46;18;10;ЛОЖЬ;3;1320
1234;Ленинский;сталинка;1;ЛОЖЬ;38;21;8;ЛОЖЬ;3;650
1235;Правобережный;сталинка;1;ИСТИНА;31;17;5;ЛОЖЬ;3;900
1239;Орджоникидзевский;Нестандартная;1;ЛОЖЬ;40;18;14;ИСТИНА;5;1350
1240;Орджоникидзевский;Улучшенная;1;ЛОЖЬ;33;18;7;ИСТИНА;4;1100
1242;Правобережный;брежневка;1;ЛОЖЬ;32;17;7;ЛОЖЬ;4;1150
1243;Правобережный;Нестандартная;1;ЛОЖЬ;39;19;9;ЛОЖЬ;3;1080
1247;Ленинский;сталинка;1;ЛОЖЬ;32;19;5;ЛОЖЬ;5;1250
1248;Ленинский;хрущевка;1;ИСТИНА;31;18;6;ЛОЖЬ;4;970
1250;Ленинский;хрущевка;1;ЛОЖЬ;32;19;6;ЛОЖЬ;3;970
1252;Правобережный;Нестандартная;1;ЛОЖЬ;33;17;9;ЛОЖЬ;3;1200
1253;Правобережный;Улучшенная;1;ИСТИНА;33;17;9;ЛОЖЬ;4;1300
1254;Правобережный;брежневка;1;ЛОЖЬ;32;17;7;ЛОЖЬ;3;1090
1255;Ленинский;сталинка;1;ИСТИНА;33;20;6;ИСТИНА;3;990
1256;Правобережный;хрущевка;1;ЛОЖЬ;30;19;6;ЛОЖЬ;5;1100
1259;Правобережный;хрущевка;1;ЛОЖЬ;32;19;6;ЛОЖЬ;3;1020
1261;Ленинский;брежневка;1;ЛОЖЬ;35;19;6;ЛОЖЬ;3;1120
1263;Орджоникидзевский;Нестандартная;1;ЛОЖЬ;49;20;14;ЛОЖЬ;3;1280
1264;Правобережный;Улучшенная;1;ИСТИНА;39;18;9;ЛОЖЬ;4;1080
1265;Правобережный;сталинка;1;ИСТИНА;24;12;6;ЛОЖЬ;3;800
1266;Правобережный;хрущевка;1;ЛОЖЬ;32;18;6;ЛОЖЬ;4;1100
1269;Орджоникидзевский;Улучшенная;1;ЛОЖЬ;50;30;9;ЛОЖЬ;4;1530
1272;Орджоникидзевский;Нестандартная;1;ЛОЖЬ;45;20;14;ИСТИНА;5;1500
1273;Ленинский;брежневка;1;ИСТИНА;30;18;6;ЛОЖЬ;3;980
1276;Правобережный;Улучшенная;1;ЛОЖЬ;32;17;9;ЛОЖЬ;4;1170
1279;Ленинский;Нестандартная;1;ИСТИНА;44;20;9;ЛОЖЬ;4;1300
1283;Орджоникидзевский;сталинка;1;ИСТИНА;30;17;6;ЛОЖЬ;3;880
1285;Правобережный;брежневка;1;ЛОЖЬ;32;17;7;ЛОЖЬ;4;1150
1288;Орджоникидзевский;брежневка;1;ИСТИНА;31;17;6;ЛОЖЬ;3;1100
1293;Орджоникидзевский;Нестандартная;1;ЛОЖЬ;35;18;9;ИСТИНА;4;1150
1295;Ленинский;сталинка;1;ИСТИНА;33;20;6;ЛОЖЬ;3;900
1297;Орджоникидзевский;Улучшенная;1;ИСТИНА;33;17;9;ЛОЖЬ;4;1300
1299;Орджоникидзевский;Нестандартная;1;ИСТИНА;34;14;8;ИСТИНА;4;980
1301;Орджоникидзевский;свердловский вариант;1;ИСТИНА;36;18;9;ЛОЖЬ;4;1100
1302;Орджоникидзевский;свердловский вариант;1;ЛОЖЬ;35;18;8;ЛОЖЬ;5;1300
1307;Орджоникидзевский;свердловский вариант;1;ЛОЖЬ;41;18;9;ЛОЖЬ;3;1165
1313;Правобережный;брежневка;1;ЛОЖЬ;31;18;6;ИСТИНА;3;1030
1315;Орджоникидзевский;Улучшенная;1;ЛОЖЬ;32;18;8;ЛОЖЬ;3;1150
1317;Орджоникидзевский;свердловский вариант;1;ИСТИНА;34;17;9;ЛОЖЬ;4;1100
1319;Правобережный;брежневка;1;ЛОЖЬ;32;17;7;ЛОЖЬ;4;1150
1323;Правобережный;сталинка;1;ИСТИНА;30;17;6;ЛОЖЬ;4;900
1326;Орджоникидзевский;сталинка;1;ИСТИНА;30;17;6;ЛОЖЬ;3;880
1327;Орджоникидзевский;Нестандартная;1;ЛОЖЬ;40;18;9;ИСТИНА;4;1300
1328;Ленинский;брежневка;1;ИСТИНА;31;18;6;ЛОЖЬ;4;850
1334;Правобережный;брежневка;1;ЛОЖЬ;32;17;7;ЛОЖЬ;4;1150
1335;Правобережный;сталинка;1;ЛОЖЬ;23;12;6;ЛОЖЬ;4;830
1337;Орджоникидзевский;Нестандартная;1;ЛОЖЬ;43;20;11;ЛОЖЬ;3;1440
1338;Правобережный;хрущевка;1;ЛОЖЬ;32;20;6;ЛОЖЬ;4;1000
1339;Правобережный;хрущевка;1;ИСТИНА;30;19;6;ЛОЖЬ;3;1000
1341;Орджоникидзевский;свердловский вариант;1;ИСТИНА;35;19;9;ЛОЖЬ;3;1090
1344;Ленинский;сталинка;1;ИСТИНА;35;18;9;ЛОЖЬ;3;980
1352;Правобережный;брежневка;1;ЛОЖЬ;32;17;7;ЛОЖЬ;4;1150
1354;Ленинский;сталинка;1;ИСТИНА;43;20;8;ИСТИНА;4;1285
